Price
29346.00
32185.00
32971.00
32020.00
33996.00
36755.00
39407.00
40509.00
40171.00
38226.00
35476.00
34103.00
37375.00
39170.00
36741.00
36055.00
35903.00
36699.00
35958.00
35521.10
30873.00
33062.00
32099.00
32298.00
32268.10
32519.00
30454.00
33331.00
34280.70
34334.00
33141.00
33559.00
35563.00
37677.00
36975.00
38260.00
39257.00
38841.00
46440.00
46486.00
44835.00
47966.00
47389.00
47177.00
48587.00
47941.00
49225.00
52060.00
51566.00
55847.00
55838.00
57376.00
54078.00
48888.00
49715.00
47144.00
46319.00
46217.00
45300.00
49572.00
48526.00
50425.00
48368.00
48811.00
48895.00
51031.20
52395.00
54949.40
55955.20
57869.00
57315.00
61207.00
59005.00
55644.00
56924.00
58870.00
57640.00
58074.00
58087.00
57368.00
54074.00
54331.00
52347.20
51363.00
54992.90
55886.00
55773.00
57672.30
58841.00
58796.00
58727.40
58959.00
57023.00
58240.00
59145.00
57991.00
55960.00
58110.00
58114.00
59823.80
60034.80
59900.00
63518.00
62942.70
63196.00
61325.00
59970.00
56163.00
55639.00
56476.00
53822.00
51781.30
51139.00
50167.00
49116.30
54103.00
55044.00
54860.00
53566.00
57637.00
57774.00
56605.00
57147.00
53264.00
57477.00
56451.00
57349.00
58894.00
58276.00
55851.00
56715.00
49725.00
49747.00
49917.00
46784.90
46582.90
43544.00
42935.00
36755.00
40578.00
37415.00
37585.00
34730.30
38772.90
38363.00
39301.00
38435.00
35667.00
34570.00
35615.00
37305.00
36672.60
37590.00
39209.00
36854.00
35543.00
35782.00
33596.00
33415.00
37347.00
36649.20
37338.00
35531.00
39004.00
40500.00
40139.00
38332.00
38061.00
35802.00
35585.80
35631.00
31761.00
32553.00
33703.00
34656.60
31584.00
32359.00
34717.00
34484.00
35895.90
35043.50
33554.40
33816.00
34758.00
35289.00
33668.00
34140.00
33886.00
32873.90
33769.00
33506.00
34239.00
33090.00
32727.00
32822.60
31857.00
31429.00
31559.00
31824.00
30847.00
29806.10
32141.00
32320.00
33597.10
33845.00
35407.00
37296.00
39563.00
40004.00
40041.00
42169.00
41409.00
39922.00
39156.00
38207.00
39754.00
40887.00
42830.00
44589.00
43770.00
46293.00
45612.00
45546.00
44423.00
47842.00
47084.00
47031.00
45940.00
44698.00
44744.00
46765.00
49332.00
48868.00
49264.00
49539.00
47714.00
48989.00
46832.00
49076.10
48914.00
48800.00
47008.00
47157.00
48844.00
49291.00
50000.00
49899.00
51762.00
52676.00
46778.00
46088.00
46389.00
44852.00
45169.00
46069.00
44960.00
47078.00
48136.00
47786.00
47292.00
48309.00
47239.00
43002.00
40664.00
43582.60
44882.00
42878.00
42711.00
43180.00
42191.00
41064.00
41551.00
43830.00
48157.00
47675.00
48243.00
49252.00
51508.00
55331.00
53793.00
53925.00
54978.00
54701.00
57468.00
55967.00
57381.00
57354.00
61709.00
60867.50
61511.00
62034.00
64237.00
65988.00
62200.00
60708.00
61302.00
60847.00
63100.00
60290.00
58453.00
60598.00
62235.00
61838.80
61330.00
60927.00
63249.00
62904.00
61422.80
61016.40
61496.00
63259.10
67526.00
66935.00
64954.00
64801.00
64156.00
64406.00
65471.00
63562.00
60124.00
60386.10
57014.00
58130.00
59739.00
58790.00
56299.00
57602.00
57209.00
58995.00
53738.00
54836.00
57325.00
57845.00
56938.00
57250.00
56517.00
53709.00
49272.00
49469.00
50566.60
50634.00
50503.40
47611.00
47170.00
49363.10
50123.00
46777.00
48408.00
48901.00
47675.00
46193.00
46879.00
46716.50
46898.00
48923.00
48626.00
50812.00
50815.00
50437.00
50797.00
50684.00
47554.00
46465.00
47156.00
46218.00
47755.00
47314.00
46445.00
45830.00
43418.00
43111.00
41518.00
41679.00
41850.00
41839.00
42743.00
43909.00
42562.00
43091.00
43069.00
43084.00
42242.00
42390.00
41676.00
40740.00
36501.00
35103.00
36308.00
36702.00
36994.00
36830.80
37217.00
37759.80
38197.00
37939.00
38526.00
38733.00
36925.00
37331.00
41562.70
41454.00
42423.00
43865.00
44060.50
44432.00
43545.00
42418.00
42239.10
42091.00
42559.90
44559.90
43885.00
40556.00
40037.00
40141.00
38420.00
37054.00
38299.00
37292.00
38380.00
39243.00
39125.00
37734.00
43202.00
44442.00
43952.00
42490.00
39171.00
39408.00
38437.00
38039.00
38757.00
41962.30
39458.50
38737.00
38816.30
37777.10
39717.00
39317.00
41148.00
40942.60
41774.00
42214.00
41249.00
41031.00
42370.00
42882.00
44003.00
44337.00
44536.40
46836.00
47105.00
47424.00
47035.00
45535.00
46301.00
45825.00
46383.00
46611.10
45481.00
43199.00
43458.00
42277.00
42780.00
42181.00
39565.00
40087.00
41155.00
39948.00
40587.00
40408.70
39707.60
40821.00
41516.80
41366.40
40502.00
39724.00
39446.70
39486.00
40456.00
38139.00
39263.00
39757.80
38600.00
37662.00
38496.10
38520.00
37751.00
39701.20
36577.00
36040.00
35508.00
34084.00
30158.00
31050.00
29095.00
29089.50
29306.00
30104.00
31319.00
29854.00
30442.00
28680.00
30329.00
29202.00
29439.00
30283.00
29091.00
29647.00
29524.00
29213.00
28609.00
29037.00
29476.00
31726.30
31792.00
29832.00
30478.00
29730.00
29877.00
29923.40
31371.00
31149.00
30230.00
30112.20
29103.00
