Price
28425.00
26670.00
22487.00
22172.00
22594.00
20394.00
20411.00
18978.00
20556.00
20554.10
20692.90
19943.00
21071.00
21229.00
21485.00
21067.00
20718.00
20267.00
20106.60
19938.00
19286.00
19230.00
19308.80
20224.00
20169.00
20557.10
21620.00
21600.00
21575.80
20854.60
19945.00
19310.50
20246.00
20578.00
20816.00
21224.00
20781.00
22476.00
23398.00
23209.00
23151.80
22675.90
22446.00
22579.20
21302.60
21271.00
22951.00
23851.60
23764.00
23639.00
23294.00
23259.00
22984.00
22813.90
22611.70
23311.00
22924.00
23177.90
23817.00
23141.00
23954.20
23931.50
24395.20
24425.00
24300.00
24094.00
23856.00
23335.00
23196.70
20839.00
21141.00
21510.00
21395.00
21527.00
21365.60
21563.10
20257.90
20036.00
19557.80
20308.00
19812.00
20058.00
20134.00
19973.00
19835.00
20002.00
19788.00
18790.00
19279.50
19322.00
21375.00
21648.00
21826.00
22395.00
20181.00
20231.00
19717.00
19809.90
20127.00
19424.00
19544.50
18886.60
18476.50
19413.00
19298.80
18935.00
18817.00
19229.50
19096.60
19419.00
19588.00
19430.00
19317.00
19066.00
19638.00
20340.00
20156.00
19957.00
19533.00
19418.00
19444.40
19128.00
19062.00
19158.00
19387.00
19187.00
19072.00
19269.00
19554.00
19334.00
19132.00
19057.00
19175.00
19219.00
19585.00
19340.00
20104.00
20788.00
20303.00
20611.00
20833.00
20647.00
20509.00
20500.00
20168.00
20223.00
21168.00
21313.00
20932.00
20610.00
18557.00
15907.00
17579.00
17045.00
16812.00
16345.00
16627.00
16886.00
16531.00
16705.00
16634.00
16695.00
16281.00
15766.00
16215.00
16619.00
16606.00
16519.00
16459.00
16432.00
16215.00
16452.00
17182.00
16980.00
17091.00
16890.00
17128.00
16974.00
17096.00
16844.00
17246.00
17135.00
17132.00
17109.00
17228.00
17785.00
17810.00
17372.00
16642.00
16793.00
16757.00
16448.00
16925.00
16845.00
16838.00
16802.00
16864.00
16847.00
16946.00
16719.00
16558.00
16658.00
16618.00
16564.00
